sleep_duration,bedtime_hour,wake_hour,caffeine_intake,exercise_duration,screen_time_before_bed,stress_level,mood_before_sleep,sleep_interruptions,sleep_score,sleep_quality
6.1,23.1,5.2,Moderate,30.0,50.0,5,Happy,No,51.3,Average
8.1,1.0,9.1,High,4.0,54.0,7,Happy,No,48.2,Average
5.5,0.1,5.6,None,83.0,27.0,2,Neutral,Yes,59.2,Average
7.4,23.9,7.3,Moderate,4.0,29.0,5,Neutral,No,55.9,Average
7.2,0.7,7.8,Low,12.0,26.0,7,Neutral,Yes,44.1,Average
5.6,3.5,9.1,High,64.0,81.0,3,Happy,Yes,20.8,Poor
10.7,20.0,6.7,Moderate,7.0,39.0,3,Neutral,No,26.1,Poor
5.9,22.4,4.2,Moderate,1.0,66.0,0,Neutral,Yes,9.5,Poor
5.7,21.2,2.8,None,30.0,32.0,7,Neutral,No,46.1,Average
7.6,1.4,9.1,Low,59.0,26.0,2,Happy,Yes,75.4,Good
8.3,22.4,6.7,High,12.0,12.0,6,Sad,No,43.0,Average
4.2,21.4,1.6,Low,1.0,16.0,9,Happy,No,32.4,Poor
6.9,20.0,2.9,High,17.0,77.0,7,Happy,No,40.8,Average
4.8,22.8,3.6,Low,43.0,20.0,4,Anxious,Yes,31.6,Poor
5.6,0.5,6.1,Moderate,22.0,59.0,5,Happy,No,37.7,Poor
5.5,21.7,3.2,None,44.0,15.0,4,Neutral,No,63.2,Average
7.0,0.4,7.4,None,20.0,16.0,4,Neutral,No,77.0,Good
6.7,21.5,4.2,Moderate,15.0,26.0,0,Sad,No,75.2,Good
9.7,23.8,9.5,High,18.0,48.0,6,Happy,Yes,29.4,Poor
7.2,0.1,7.3,High,18.0,3.0,0,Anxious,Yes,53.4,Average
5.8,20.8,2.7,Low,24.0,33.0,2,Anxious,No,42.5,Average
4.1,23.3,3.4,Moderate,26.0,91.0,5,Neutral,No,33.8,Poor
7.7,0.6,8.3,Low,4.0,123.0,2,Neutral,Yes,32.4,Poor
7.0,0.4,7.4,Low,94.0,30.0,3,Neutral,No,72.3,Good
6.7,23.2,5.9,Low,16.0,99.0,4,Anxious,Yes,30.1,Poor
5.2,23.2,4.4,None,53.0,11.0,8,Neutral,No,65.8,Good
5.4,23.7,5.1,Moderate,64.0,93.0,5,Neutral,No,40.8,Average
9.1,20.0,5.1,Low,30.0,30.0,1,Neutral,No,65.6,Good
7.3,22.9,6.2,High,2.0,28.0,8,Sad,Yes,19.0,Poor
7.9,23.3,7.2,Low,56.0,111.0,0,Neutral,Yes,62.4,Average
7.2,22.6,5.8,Low,27.0,13.0,4,Happy,No,94.5,Good
7.7,0.4,8.1,Low,7.0,80.0,3,Neutral,No,54.4,Average
7.1,24.0,7.0,Moderate,46.0,58.0,4,Sad,No,68.9,Good
6.0,20.5,2.5,Low,44.0,125.0,0,Neutral,No,48.8,Average
7.8,22.9,6.7,Low,8.0,125.0,6,Anxious,Yes,10.3,Poor
8.4,24.0,8.4,High,110.0,70.0,2,Neutral,No,65.5,Good
10.5,1.1,11.6,Moderate,42.0,18.0,5,Anxious,No,41.8,Average
7.9,23.7,7.5,None,75.0,36.0,10,Anxious,No,56.1,Average
7.8,21.4,5.2,High,5.0,66.0,7,Neutral,No,30.5,Poor
5.9,20.0,1.9,High,39.0,63.0,6,Anxious,No,18.6,Poor
7.2,20.0,3.2,Moderate,14.0,38.0,4,Anxious,No,34.7,Poor
6.0,2.4,8.4,Low,4.0,213.0,1,Happy,No,59.5,Average
7.2,21.5,4.7,Low,5.0,3.0,3,Neutral,Yes,44.5,Average
7.0,0.6,7.7,Low,3.0,3.0,1,Happy,Yes,63.3,Average
8.2,0.1,8.4,Moderate,72.0,216.0,6,Neutral,No,46.6,Average
7.0,1.7,8.7,Low,45.0,41.0,5,Neutral,No,60.9,Average
7.5,1.9,9.3,Moderate,15.0,22.0,4,Neutral,Yes,36.7,Poor
8.6,21.6,6.3,High,38.0,79.0,1,Neutral,Yes,36.3,Poor
8.6,23.6,8.2,Moderate,39.0,79.0,3,Sad,No,58.3,Average
4.9,21.4,2.4,High,12.0,71.0,5,Happy,Yes,0.0,Poor
5.1,21.7,2.8,None,73.0,7.0,7,Happy,Yes,49.0,Average
6.7,0.5,7.2,None,39.0,15.0,6,Neutral,No,79.7,Good
6.1,0.5,6.6,High,77.0,58.0,9,Anxious,Yes,2.3,Poor
7.6,20.8,4.4,None,54.0,20.0,9,Happy,No,89.2,Good
6.2,22.5,4.7,Low,4.0,73.0,5,Sad,No,36.1,Poor
9.6,21.3,6.9,None,52.0,92.0,4,Happy,No,77.1,Good
7.5,22.9,6.4,None,12.0,11.0,3,Neutral,No,78.3,Good
6.6,22.1,4.7,Low,38.0,6.0,3,Happy,Yes,77.2,Good
6.3,23.2,5.5,Low,51.0,22.0,2,Neutral,Yes,68.3,Good
7.9,1.5,9.4,Moderate,25.0,6.0,7,Happy,No,71.6,Good
8.7,22.2,6.9,None,6.0,25.0,8,Sad,No,55.7,Average
8.7,22.8,7.5,High,28.0,3.0,4,Anxious,Yes,40.7,Average
6.0,0.5,6.5,None,63.0,65.0,0,Anxious,Yes,37.4,Poor
6.3,20.0,2.3,Moderate,71.0,33.0,3,Neutral,No,60.1,Average
8.4,22.0,6.5,High,22.0,14.0,4,Sad,Yes,36.5,Poor
8.5,23.6,8.2,Low,10.0,18.0,6,Neutral,Yes,43.7,Average
7.0,22.0,5.0,Low,16.0,34.0,8,Anxious,No,45.2,Average
10.3,0.6,10.9,Moderate,22.0,100.0,7,Neutral,No,27.7,Poor
7.8,20.6,4.4,None,52.0,157.0,4,Neutral,Yes,49.4,Average
4.8,0.9,5.7,None,4.0,23.0,8,Anxious,Yes,5.8,Poor
9.0,2.5,11.5,None,35.0,175.0,7,Anxious,No,41.0,Average
6.2,22.4,4.6,Low,9.0,195.0,5,Neutral,No,35.6,Poor
8.3,20.0,4.3,None,6.0,188.0,7,Neutral,Yes,30.8,Poor
8.6,1.4,9.9,Low,0.0,96.0,3,Anxious,No,35.2,Poor
7.8,0.1,7.8,High,105.0,248.0,4,Anxious,Yes,23.6,Poor
7.1,20.0,3.1,Moderate,3.0,55.0,6,Happy,No,59.1,Average
5.6,21.0,2.6,None,99.0,83.0,4,Sad,No,53.1,Average
6.4,21.7,4.1,None,6.0,225.0,8,Sad,Yes,0.0,Poor
6.7,21.9,4.6,Moderate,6.0,49.0,1,Happy,No,54.6,Average
6.4,1.3,7.7,Moderate,24.0,8.0,10,Neutral,Yes,25.1,Poor
5.6,0.7,6.3,Low,16.0,17.0,5,Anxious,No,39.2,Poor
9.5,23.7,9.2,Low,11.0,56.0,9,Neutral,No,43.0,Average
3.8,23.1,2.9,Moderate,7.0,22.0,10,Neutral,No,17.0,Poor
7.4,20.9,4.3,None,77.0,274.0,10,Happy,Yes,48.3,Average
6.1,1.3,7.4,Low,35.0,88.0,8,Neutral,Yes,20.3,Poor
8.4,21.6,6.0,Low,83.0,104.0,4,Sad,No,56.9,Average
6.7,23.2,5.9,Low,22.0,187.0,3,Anxious,Yes,15.3,Poor
6.5,1.1,7.6,Low,9.0,36.0,5,Sad,No,35.8,Poor
10.6,23.0,9.7,Low,14.0,68.0,4,Neutral,No,36.9,Poor
3.6,0.2,3.9,Low,180.0,7.0,4,Sad,No,59.2,Average
6.6,20.6,3.2,Moderate,5.0,128.0,2,Sad,No,24.5,Poor
5.7,22.2,3.9,Moderate,45.0,10.0,4,Sad,No,41.8,Average
8.8,1.4,10.1,Moderate,4.0,106.0,2,Happy,No,59.5,Average
6.4,20.9,3.2,Moderate,9.0,27.0,4,Sad,No,46.6,Average
7.8,0.6,8.5,Low,4.0,62.0,0,Neutral,No,63.9,Average
7.7,20.4,4.1,Moderate,18.0,89.0,1,Neutral,No,59.8,Average
9.4,23.8,9.2,High,20.0,40.0,8,Sad,Yes,13.9,Poor
8.6,23.7,8.4,Low,44.0,21.0,2,Neutral,No,93.7,Good
7.5,20.7,4.2,Moderate,23.0,29.0,6,Neutral,Yes,47.7,Average
5.4,24.0,5.4,Moderate,11.0,188.0,8,Sad,No,0.0,Poor
7.7,3.5,11.2,Low,7.0,172.0,5,Neutral,Yes,25.8,Poor
6.9,1.0,7.9,High,166.0,36.0,5,Happy,No,59.6,Average
7.8,22.8,6.6,None,34.0,6.0,2,Happy,No,98.0,Good
8.1,22.2,6.3,Low,43.0,69.0,0,Neutral,No,86.1,Good
8.3,20.0,4.3,Low,16.0,113.0,2,Sad,Yes,35.8,Poor
8.9,22.3,7.2,Moderate,42.0,205.0,4,Happy,No,63.1,Average
7.4,22.7,6.1,High,91.0,96.0,4,Anxious,Yes,26.7,Poor
8.8,20.0,4.8,High,69.0,57.0,5,Neutral,No,57.2,Average
6.7,20.9,3.6,Moderate,24.0,24.0,6,Anxious,Yes,23.6,Poor
4.3,2.5,6.8,None,5.0,89.0,6,Happy,Yes,18.5,Poor
4.2,23.6,3.8,Moderate,75.0,93.0,3,Neutral,No,47.2,Average
8.0,0.0,8.1,Moderate,30.0,22.0,6,Happy,No,75.9,Good
4.9,3.0,7.9,High,4.0,82.0,4,Sad,Yes,0.0,Poor
8.1,1.6,9.7,Low,120.0,7.0,7,Sad,No,68.9,Good
4.3,23.9,4.2,High,10.0,102.0,0,Happy,Yes,18.5,Poor
7.0,0.8,7.8,None,3.0,18.0,3,Happy,Yes,53.1,Average
8.5,20.0,4.5,High,43.0,106.0,8,Neutral,No,44.9,Average
7.2,23.3,6.5,Low,83.0,2.0,7,Anxious,Yes,55.0,Average
8.3,20.0,4.3,High,52.0,60.0,5,Sad,No,46.4,Average
6.2,21.5,3.7,Low,131.0,23.0,6,Happy,No,79.7,Good
8.1,2.5,10.6,None,3.0,35.0,3,Neutral,No,60.1,Average
8.4,22.3,6.7,Moderate,44.0,26.0,3,Anxious,Yes,42.0,Average
11.7,20.0,7.7,Moderate,13.0,66.0,4,Neutral,Yes,0.0,Poor
8.2,20.0,4.2,Low,23.0,1.0,4,Anxious,No,65.9,Good
10.7,23.0,9.6,Moderate,180.0,62.0,1,Neutral,No,54.3,Average
7.0,22.9,5.9,None,2.0,69.0,5,Happy,No,63.0,Average
7.1,0.6,7.7,Low,19.0,153.0,4,Sad,Yes,36.3,Poor
9.9,23.2,9.1,High,4.0,32.0,3,Neutral,No,40.2,Average
7.0,22.7,5.7,High,124.0,8.0,10,Sad,Yes,36.0,Poor
6.4,20.6,3.0,None,67.0,61.0,8,Neutral,Yes,34.8,Poor
4.9,23.6,4.5,Moderate,24.0,17.0,10,Sad,No,29.3,Poor
5.5,1.5,7.0,Moderate,0.0,120.0,7,Happy,No,17.3,Poor
5.7,21.6,3.3,High,17.0,1.0,4,Neutral,No,32.8,Poor
6.3,0.8,7.2,None,8.0,4.0,8,Sad,No,51.0,Average
8.2,22.1,6.4,None,17.0,5.0,7,Happy,Yes,58.9,Average
7.3,23.2,6.5,Moderate,95.0,25.0,7,Happy,No,81.9,Good
6.7,21.0,3.7,Moderate,14.0,31.0,6,Neutral,No,35.3,Poor
9.5,23.4,8.9,Low,5.0,14.0,10,Neutral,Yes,27.4,Poor
6.2,21.8,4.0,Moderate,4.0,149.0,5,Anxious,No,14.3,Poor
6.5,2.8,9.3,Low,4.0,11.0,1,Neutral,No,58.1,Average
9.4,23.3,8.7,High,8.0,106.0,5,Neutral,Yes,11.1,Poor
6.4,23.6,6.0,Low,9.0,52.0,5,Sad,No,38.8,Poor
4.5,23.0,3.5,Low,22.0,20.0,7,Happy,No,67.2,Good
8.1,1.4,9.5,Low,17.0,27.0,0,Happy,Yes,77.4,Good
7.5,20.4,3.9,High,93.0,35.0,7,Happy,Yes,50.0,Average
4.8,0.2,5.0,None,34.0,19.0,7,Anxious,No,56.0,Average
6.7,21.8,4.5,None,12.0,133.0,4,Anxious,No,31.9,Poor
5.6,20.9,2.6,None,8.0,8.0,2,Neutral,No,53.6,Average
7.9,22.6,6.5,None,1.0,29.0,6,Sad,No,64.0,Average
5.0,21.9,2.9,None,16.0,44.0,4,Sad,No,49.3,Average
7.5,0.8,8.3,Moderate,7.0,68.0,8,Anxious,No,17.6,Poor
7.7,2.0,9.7,Low,7.0,1.0,0,Anxious,Yes,44.4,Average
7.9,1.6,9.5,Moderate,1.0,82.0,4,Happy,No,42.7,Average
6.4,20.0,2.4,High,169.0,84.0,3,Happy,Yes,44.5,Average
7.8,4.0,11.8,Low,16.0,12.0,3,Neutral,No,67.4,Good
7.3,23.3,6.6,Moderate,1.0,46.0,6,Anxious,No,41.2,Average
6.4,22.5,4.9,None,13.0,37.0,8,Neutral,No,43.3,Average
8.1,20.9,5.0,High,51.0,41.0,8,Happy,Yes,29.9,Poor
7.2,1.8,9.0,Low,2.0,31.0,6,Anxious,No,47.3,Average
8.0,24.0,7.9,Moderate,9.0,124.0,8,Sad,No,23.8,Poor
11.1,0.8,11.8,Moderate,14.0,110.0,4,Sad,No,7.9,Poor
4.2,21.7,1.9,Low,6.0,136.0,6,Anxious,No,0.0,Poor
7.5,22.8,6.3,High,0.0,255.0,4,Anxious,No,23.9,Poor
5.8,3.5,9.3,High,12.0,6.0,5,Neutral,No,22.5,Poor
6.2,20.7,2.9,Moderate,65.0,62.0,10,Sad,Yes,13.4,Poor
9.6,23.7,9.3,None,180.0,2.0,7,Happy,No,82.1,Good
7.7,20.9,4.7,None,14.0,6.0,5,Anxious,No,64.8,Average
7.7,1.4,9.1,Low,2.0,89.0,4,Happy,No,53.7,Average
7.5,1.2,8.6,Low,53.0,52.0,9,Sad,No,57.9,Average
6.8,23.6,6.3,Low,25.0,32.0,7,Anxious,No,39.9,Poor
8.0,0.9,8.9,Moderate,15.0,28.0,6,Neutral,No,69.8,Good
6.0,20.0,2.0,Low,12.0,43.0,3,Neutral,Yes,19.8,Poor
3.4,1.1,4.5,None,12.0,141.0,7,Sad,No,10.9,Poor
7.0,21.8,4.7,Low,21.0,0.0,2,Neutral,No,65.6,Good
9.3,20.6,5.9,Moderate,21.0,2.0,4,Anxious,No,49.9,Average
5.9,2.0,8.0,Low,20.0,158.0,3,Happy,Yes,13.8,Poor
3.9,22.5,2.4,None,29.0,17.0,2,Happy,Yes,50.9,Average
8.1,20.0,4.1,Low,33.0,115.0,7,Anxious,No,40.8,Average
6.4,22.2,4.7,None,13.0,5.0,2,Happy,Yes,62.2,Average
7.5,20.0,3.5,Low,180.0,16.0,2,Anxious,Yes,58.8,Average
6.1,21.0,3.2,High,18.0,17.0,7,Anxious,No,36.8,Poor
10.0,20.0,6.0,None,17.0,27.0,2,Anxious,No,67.3,Good
8.7,21.4,6.1,None,65.0,1.0,7,Sad,No,83.7,Good
9.0,21.7,6.7,Low,47.0,56.0,3,Anxious,No,62.8,Average
8.3,21.2,5.4,Low,2.0,43.0,4,Sad,Yes,36.1,Poor
7.7,22.7,6.4,Moderate,19.0,130.0,1,Neutral,Yes,46.1,Average
7.0,21.9,4.9,Moderate,41.0,4.0,6,Neutral,No,58.3,Average
6.6,22.7,5.3,Low,45.0,5.0,7,Neutral,No,76.0,Good
6.0,2.3,8.3,Low,29.0,5.0,6,Happy,No,67.7,Good
5.7,21.7,3.4,High,47.0,107.0,5,Neutral,No,30.9,Poor
6.6,23.1,5.7,Moderate,180.0,34.0,0,Sad,Yes,43.4,Average
8.2,22.9,7.1,Low,17.0,70.0,4,Happy,Yes,54.0,Average
5.9,20.0,1.9,Moderate,33.0,20.0,6,Sad,No,38.5,Poor
6.2,21.2,3.5,Moderate,12.0,12.0,6,Sad,No,36.4,Poor
7.0,21.5,4.6,None,18.0,53.0,7,Happy,No,72.4,Good
7.1,20.8,3.9,High,23.0,70.0,7,Happy,No,48.5,Average
6.8,23.9,6.7,Low,41.0,17.0,0,Sad,No,78.5,Good
9.1,23.8,8.9,None,35.0,39.0,0,Happy,No,94.9,Good
8.5,0.4,8.9,Moderate,8.0,34.0,9,Neutral,Yes,16.3,Poor
3.0,22.8,1.8,Low,18.0,108.0,5,Happy,Yes,24.6,Poor
5.7,20.0,1.7,Low,36.0,70.0,6,Neutral,No,36.4,Poor
7.4,21.4,4.8,Low,19.0,30.0,5,Happy,No,81.4,Good
6.8,23.4,6.2,None,18.0,7.0,4,Anxious,No,57.2,Average
6.9,0.4,7.4,Moderate,20.0,19.0,0,Happy,Yes,65.6,Good
3.0,1.2,4.2,Low,24.0,34.0,4,Neutral,No,51.7,Average
5.1,23.6,4.7,Low,16.0,46.0,0,Anxious,No,50.0,Average
7.1,20.2,3.4,None,116.0,10.0,5,Neutral,No,84.4,Good
10.3,20.8,7.1,High,13.0,75.0,5,Anxious,Yes,0.0,Poor
5.7,20.0,1.7,High,50.0,27.0,4,Anxious,Yes,15.7,Poor
4.0,3.3,7.2,Moderate,34.0,6.0,5,Happy,Yes,41.3,Average
5.9,23.3,5.2,None,78.0,57.0,4,Neutral,No,57.5,Average
7.9,4.0,11.9,Low,8.0,119.0,6,Anxious,Yes,11.7,Poor
8.2,23.7,7.9,Moderate,35.0,1.0,3,Neutral,Yes,54.3,Average
8.6,23.0,7.6,Moderate,93.0,27.0,3,Neutral,No,86.1,Good
10.0,23.7,9.7,High,11.0,24.0,4,Sad,No,13.4,Poor
7.1,0.0,7.1,High,17.0,10.0,1,Anxious,No,62.9,Average
6.8,20.0,2.8,None,6.0,4.0,5,Neutral,No,60.2,Average
8.5,0.4,8.9,High,95.0,14.0,7,Sad,No,44.9,Average
8.8,22.5,7.3,Low,43.0,5.0,8,Neutral,Yes,58.2,Average
6.8,0.4,7.2,Moderate,2.0,176.0,0,Sad,Yes,24.9,Poor
8.7,21.3,6.0,Moderate,6.0,1.0,5,Happy,Yes,50.5,Average
8.1,22.7,6.8,None,13.0,15.0,5,Happy,Yes,56.9,Average
8.8,21.6,6.4,Low,71.0,92.0,2,Happy,No,80.7,Good
6.3,2.2,8.5,High,9.0,123.0,7,Neutral,No,14.4,Poor
7.2,21.4,4.6,High,107.0,18.0,3,Anxious,Yes,47.0,Average
8.2,23.3,7.5,Moderate,10.0,75.0,6,Neutral,Yes,20.3,Poor
9.1,23.2,8.3,Low,11.0,11.0,0,Neutral,No,73.3,Good
5.5,20.2,1.7,High,180.0,89.0,5,Neutral,No,26.8,Poor
7.9,20.9,4.8,Moderate,6.0,5.0,5,Happy,No,69.2,Good
7.3,22.8,6.1,High,71.0,86.0,8,Happy,Yes,31.3,Poor
6.9,21.7,4.5,Low,66.0,24.0,7,Anxious,No,60.2,Average
7.2,22.8,6.0,Low,50.0,6.0,6,Anxious,No,69.7,Good
5.1,23.7,4.8,Low,46.0,12.0,4,Sad,No,50.7,Average
6.3,20.1,2.4,Low,1.0,9.0,1,Neutral,No,66.9,Good
5.2,23.4,4.6,Low,14.0,67.0,2,Neutral,Yes,16.0,Poor
7.5,0.3,7.8,Moderate,17.0,5.0,3,Neutral,Yes,52.8,Average
5.5,23.8,5.3,Low,2.0,117.0,7,Happy,No,35.7,Poor
9.4,2.9,12.3,None,118.0,16.0,3,Anxious,No,59.3,Average
8.2,20.0,4.2,Low,88.0,33.0,6,Neutral,No,80.5,Good
6.8,22.2,5.0,Low,41.0,96.0,2,Happy,No,79.6,Good
7.1,23.0,6.1,None,10.0,95.0,9,Neutral,Yes,26.7,Poor
9.8,2.7,12.5,Low,48.0,78.0,4,Neutral,No,50.1,Average
5.3,0.5,5.8,High,34.0,8.0,2,Anxious,No,38.4,Poor
7.0,22.6,5.6,Low,42.0,50.0,8,Neutral,No,57.1,Average
7.3,22.6,6.0,Moderate,115.0,49.0,5,Happy,No,74.2,Good
5.2,21.6,2.7,Low,2.0,107.0,7,Happy,Yes,6.6,Poor
5.9,0.4,6.4,Low,57.0,11.0,7,Sad,No,46.2,Average
6.9,21.4,4.4,None,75.0,5.0,1,Happy,No,91.1,Good
10.4,21.8,8.2,Moderate,10.0,21.0,2,Anxious,No,35.4,Poor
6.5,21.1,3.5,Moderate,58.0,37.0,0,Anxious,Yes,38.6,Poor
5.5,21.6,3.2,High,94.0,66.0,3,Anxious,No,18.4,Poor
8.1,1.4,9.5,Moderate,1.0,3.0,2,Neutral,No,62.0,Average
